"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"21.06.2021 22:30 - 21.06.2021 22:45","0","0","0","3847","2574","3391","7619","7309","6628"
"21.06.2021 22:45 - 21.06.2021 23:00","0","0","0","3806","2527","3404","7545","7350","6359"
"21.06.2021 23:00 - 21.06.2021 23:15","0","0","0","3762","2480","3345","7451","7409","5869"
"21.06.2021 23:15 - 21.06.2021 23:30","0","0","0","3733","2432","3287","7327","7340","5611"
"21.06.2021 23:30 - 21.06.2021 23:45","0","0","0","3669","2382","3191","7198","7272","5267"
"21.06.2021 23:45 - 22.06.2021 00:00","0","0","0","3640","2331","2983","7067","7192","4999"
"22.06.2021 00:00 - 22.06.2021 00:15","0","0","0","2682","3002","2805","7653","8585","5076"
"22.06.2021 00:15 - 22.06.2021 00:30","0","0","0","2665","2996","2804","7502","8566","4945"
"22.06.2021 00:30 - 22.06.2021 00:45","0","0","0","2646","3065","2865","7353","8391","4844"
"22.06.2021 00:45 - 22.06.2021 01:00","0","0","0","2620","3100","2879","7215","8204","4652"
"22.06.2021 01:00 - 22.06.2021 01:15","0","0","0","2557","3049","2793","7107","7965","4490"
"22.06.2021 01:15 - 22.06.2021 01:30","0","0","0","2542","2860","2625","7035","7588","4112"
"22.06.2021 01:30 - 22.06.2021 01:45","0","0","0","2526","2678","2450","6980","7340","3857"
"22.06.2021 01:45 - 22.06.2021 02:00","0","0","0","2510","2571","2348","6916","7233","3811"
"22.06.2021 02:00 - 22.06.2021 02:15","0","0","0","2494","2570","2345","6850","7419","3797"
"22.06.2021 02:15 - 22.06.2021 02:30","0","0","0","2491","2488","2280","6787","7597","3915"
"22.06.2021 02:30 - 22.06.2021 02:45","0","0","0","2491","2434","2258","6719","7524","3903"
"22.06.2021 02:45 - 22.06.2021 03:00","0","0","0","2488","2397","2239","6657","7487","3890"
"22.06.2021 03:00 - 22.06.2021 03:15","0","0","0","2481","2377","2225","6628","7421","3885"
"22.06.2021 03:15 - 22.06.2021 03:30","0","0","0","2482","2401","2225","6589","7315","3856"
"22.06.2021 03:30 - 22.06.2021 03:45","0","0","0","2473","2508","2280","6572","7159","3849"
"22.06.2021 03:45 - 22.06.2021 04:00","0","0","0","2469","2486","2210","6554","7180","3910"
"22.06.2021 04:00 - 22.06.2021 04:15","0","0","0","2462","2504","2212","6533","7051","3878"
"22.06.2021 04:15 - 22.06.2021 04:30","0","0","0","2453","2466","2195","6533","6921","3890"
"22.06.2021 04:30 - 22.06.2021 04:45","0","1","0","2442","2449","2158","6527","6702","3913"
"22.06.2021 04:45 - 22.06.2021 05:00","13","8","1","2433","2500","2203","6522","6511","3978"
"22.06.2021 05:00 - 22.06.2021 05:15","88","53","15","2424","2526","2239","6528","6673","4167"
"22.06.2021 05:15 - 22.06.2021 05:30","249","172","100","2407","2572","2299","6486","6601","4167"
"22.06.2021 05:30 - 22.06.2021 05:45","449","337","221","2394","2626","2358","6408","6382","3961"
"22.06.2021 05:45 - 22.06.2021 06:00","753","571","395","2379","2717","2464","6336","6286","3936"
"22.06.2021 06:00 - 22.06.2021 06:15","1146","892","612","2358","2814","2575","6272","6107","3832"
"22.06.2021 06:15 - 22.06.2021 06:30","1647","1392","914","2361","2903","2670","6080","5939","3679"
"22.06.2021 06:30 - 22.06.2021 06:45","2247","1923","1246","2362","3071","2824","5890","5644","3462"
"22.06.2021 06:45 - 22.06.2021 07:00","2951","2582","1711","2363","3214","2971","5685","5571","3425"
"22.06.2021 07:00 - 22.06.2021 07:15","3751","3331","2227","2364","3268","3013","5500","5508","3440"
"22.06.2021 07:15 - 22.06.2021 07:30","4636","4204","2850","2357","3186","2909","5345","5400","3478"
"22.06.2021 07:30 - 22.06.2021 07:45","5597","5146","3501","2346","3050","2773","5220","5465","3634"
"22.06.2021 07:45 - 22.06.2021 08:00","6639","6178","4189","2338","3046","2683","5100","5392","3625"
"22.06.2021 08:00 - 22.06.2021 08:15","7733","7238","5003","2311","3064","2664","5010","5396","3721"
"22.06.2021 08:15 - 22.06.2021 08:30","8839","8285","5612","2294","3031","2574","4953","5456","3961"
"22.06.2021 08:30 - 22.06.2021 08:45","9897","9384","6345","2284","2956","2558","4908","5486","4195"
"22.06.2021 08:45 - 22.06.2021 09:00","10969","10501","7087","2271","2888","2435","4865","5522","4388"
"22.06.2021 09:00 - 22.06.2021 09:15","12024","11529","7780","2275","2820","2312","4801","5578","4437"
"22.06.2021 09:15 - 22.06.2021 09:30","12944","12577","8492","2268","2768","2333","4725","5565","4387"
"22.06.2021 09:30 - 22.06.2021 09:45","13908","13509","9147","2253","2717","2417","4635","5525","4370"
"22.06.2021 09:45 - 22.06.2021 10:00","14796","14402","9992","2243","2668","2654","4550","5498","4269"
"22.06.2021 10:00 - 22.06.2021 10:15","15645","15298","10495","2236","2625","2839","4454","5457","4222"
"22.06.2021 10:15 - 22.06.2021 10:30","16427","16142","11044","2215","2607","2890","4381","5359","4188"
"22.06.2021 10:30 - 22.06.2021 10:45","17153","16898","11523","2194","2587","2872","4308","5279","4103"
"22.06.2021 10:45 - 22.06.2021 11:00","17765","17608","11949","2173","2569","2867","4244","5197","4015"
"22.06.2021 11:00 - 22.06.2021 11:15","18322","18256","12309","2147","2552","2845","4190","5117","3980"
"22.06.2021 11:15 - 22.06.2021 11:30","18801","18782","12576","2089","2541","2757","4161","4999","3866"
"22.06.2021 11:30 - 22.06.2021 11:45","19237","19248","12833","2033","2533","2652","4124","4890","3684"
"22.06.2021 11:45 - 22.06.2021 12:00","19588","19644","12998","1973","2518","2665","4090","4777","3621"
"22.06.2021 12:00 - 22.06.2021 12:15","19871","20028","12745","1916","2505","2615","4057","4660","3550"
"22.06.2021 12:15 - 22.06.2021 12:30","20068","20356","12916","1868","2449","2555","4052","4605","3477"
"22.06.2021 12:30 - 22.06.2021 12:45","20205","20617","13062","1827","2392","2459","4047","4556","3443"
"22.06.2021 12:45 - 22.06.2021 13:00","20274","20780","13140","1787","2333","2342","4044","4502","3370"
"22.06.2021 13:00 - 22.06.2021 13:15","20298","20849","13258","1745","2282","2145","4051","4456","3242"
"22.06.2021 13:15 - 22.06.2021 13:30","20184","20868","13006","1725","2219","2018","4084","4445","3191"
"22.06.2021 13:30 - 22.06.2021 13:45","20057","20852","12950","1704","2157","1975","4140","4462","3189"
"22.06.2021 13:45 - 22.06.2021 14:00","19877","20774","12963","1682","2105","1978","4229","4514","3193"
"22.06.2021 14:00 - 22.06.2021 14:15","19606","20488","12785","1663","2059","2031","4321","4434","3208"
"22.06.2021 14:15 - 22.06.2021 14:30","19373","20283","12541","1669","2007","2002","4395","4510","3207"
"22.06.2021 14:30 - 22.06.2021 14:45","19000","20110","12218","1676","1951","2001","4447","4567","3200"
"22.06.2021 14:45 - 22.06.2021 15:00","18599","19857","11786","1682","1899","1886","4499","4631","3256"
"22.06.2021 15:00 - 22.06.2021 15:15","18153","19484","11266","1680","1743","1760","4564","4686","3388"
"22.06.2021 15:15 - 22.06.2021 15:30","17657","19016","10898","1680","1737","1718","4635","4732","3454"
"22.06.2021 15:30 - 22.06.2021 15:45","17067","18472","10291","1683","1738","1733","4711","4775","3521"
"22.06.2021 15:45 - 22.06.2021 16:00","16403","17856","9715","1693","1745","1666","4803","4830","3556"
"22.06.2021 16:00 - 22.06.2021 16:15","15739","17173","9191","1703","1753","1600","4886","4877","3613"
"22.06.2021 16:15 - 22.06.2021 16:30","14976","16399","8598","1717","1782","1671","4981","4943","3686"
"22.06.2021 16:30 - 22.06.2021 16:45","14173","15620","7988","1735","1811","1721","5073","5009","3703"
"22.06.2021 16:45 - 22.06.2021 17:00","13299","14737","7310","1752","1836","1746","5173","5090","3753"
"22.06.2021 17:00 - 22.06.2021 17:15","12411","13768","6662","1769","1854","1770","5269","5159","3815"
"22.06.2021 17:15 - 22.06.2021 17:30","11443","12688","5889","1785","1868","1834","5331","5199","3839"
"22.06.2021 17:30 - 22.06.2021 17:45","10459","11571","5332","1799","1880","1955","5395","5251","3990"
"22.06.2021 17:45 - 22.06.2021 18:00","9360","10427","4761","1820","1891","2110","5450","5288","3977"
"22.06.2021 18:00 - 22.06.2021 18:15","8260","9236","4252","1844","1909","2278","5491","5320","3953"
"22.06.2021 18:15 - 22.06.2021 18:30","7263","8095","3706","1867","1914","2325","5503","5369","3802"
"22.06.2021 18:30 - 22.06.2021 18:45","6334","7008","3270","1889","1918","2391","5491","5397","3690"
"22.06.2021 18:45 - 22.06.2021 19:00","5420","5997","2901","1904","1919","2430","5478","5424","3650"
"22.06.2021 19:00 - 22.06.2021 19:15","4556","5011","2501","1926","1917","2443","5442","5424","3488"
"22.06.2021 19:15 - 22.06.2021 19:30","3750","4069","2208","1928","1909","2321","5409","5404","3436"
"22.06.2021 19:30 - 22.06.2021 19:45","3067","3257","1829","1932","1898","2217","5341","5337","3287"
"22.06.2021 19:45 - 22.06.2021 20:00","2465","2568","1455","1935","1890","2195","5237","5225","3217"
"22.06.2021 20:00 - 22.06.2021 20:15","1933","1982","1126","1945","1881","2178","5123","5147","3157"
"22.06.2021 20:15 - 22.06.2021 20:30","1428","1454","839","1940","1873","2076","5042","5121","3139"
"22.06.2021 20:30 - 22.06.2021 20:45","1025","994","565","1934","1872","2060","4985","5177","3132"
"22.06.2021 20:45 - 22.06.2021 21:00","666","630","362","1936","1863","1965","4952","5285","3169"
"22.06.2021 21:00 - 22.06.2021 21:15","400","373","205","1934","1858","1797","4959","5383","3236"
"22.06.2021 21:15 - 22.06.2021 21:30","220","208","102","1924","1856","1683","4989","5469","3324"
"22.06.2021 21:30 - 22.06.2021 21:45","33","35","28","1915","1851","1604","5044","5587","3359"
"22.06.2021 21:45 - 22.06.2021 22:00","3","3","3","1909","1848","1503","5087","5678","3304"
"22.06.2021 22:00 - 22.06.2021 22:15","0","0","0","1913","1864","1552","5143","5774","3222"
"22.06.2021 22:15 - 22.06.2021 22:30","0","0","0","1889","1856","1588","5156","5829","3153"
"22.06.2021 22:30 - 22.06.2021 22:45","0","0","0","1865","1853","1608","5155","5887","3068"
"22.06.2021 22:45 - 22.06.2021 23:00","0","0","0","1838","1840","1673","5139","5939","3046"
"22.06.2021 23:00 - 22.06.2021 23:15","0","0","0","1815","1825","1744","5121","5947","2979"
"22.06.2021 23:15 - 22.06.2021 23:30","0","0","0","1789","1790","1743","5041","5906","2907"
"22.06.2021 23:30 - 22.06.2021 23:45","0","0","0","1764","1756","1727","4961","5856","2817"
"22.06.2021 23:45 - 23.06.2021 00:00","0","0","0","1741","1714","1683","4890","5787","2764"
"23.06.2021 00:00 - 23.06.2021 00:15","0","0","0","1882","1821","1821","5186","3685","3669"
"23.06.2021 00:15 - 23.06.2021 00:30","0","0","0","1858","1803","1803","5062","3482","3464"
"23.06.2021 00:30 - 23.06.2021 00:45","0","0","0","1835","1785","1785","4929","3339","3319"
"23.06.2021 00:45 - 23.06.2021 01:00","0","0","0","1811","1743","1743","4781","3216","3195"
"23.06.2021 01:00 - 23.06.2021 01:15","0","0","0","1779","1689","1689","4640","3233","3214"
"23.06.2021 01:15 - 23.06.2021 01:30","0","0","0","1750","1674","1674","4490","3084","3065"
"23.06.2021 01:30 - 23.06.2021 01:45","0","0","0","1723","1621","1621","4344","3072","3053"
"23.06.2021 01:45 - 23.06.2021 02:00","0","0","0","1691","1557","1557","4202","3001","2985"
"23.06.2021 02:00 - 23.06.2021 02:15","0","0","0","1665","1484","1484","4023","2931","2910"
"23.06.2021 02:15 - 23.06.2021 02:30","0","0","0","1644","1425","1425","3871","2870","2849"
"23.06.2021 02:30 - 23.06.2021 02:45","0","0","0","1622","1368","1368","3724","2833","2814"
"23.06.2021 02:45 - 23.06.2021 03:00","0","0","0","1598","1313","1313","3612","2742","2716"
"23.06.2021 03:00 - 23.06.2021 03:15","0","0","0","1573","1236","1236","3476","2621","2592"
"23.06.2021 03:15 - 23.06.2021 03:30","0","0","0","1554","1160","1160","3360","2543","2510"
"23.06.2021 03:30 - 23.06.2021 03:45","0","0","0","1535","1127","1127","3264","2455","2428"
"23.06.2021 03:45 - 23.06.2021 04:00","0","0","0","1515","1115","1115","3174","2406","2384"
"23.06.2021 04:00 - 23.06.2021 04:15","0","0","0","1498","1155","1155","3091","2366","2344"
"23.06.2021 04:15 - 23.06.2021 04:30","0","0","0","1489","1188","1188","3014","2289","2267"
"23.06.2021 04:30 - 23.06.2021 04:45","0","2","2","1482","1216","1216","2936","2250","2228"
"23.06.2021 04:45 - 23.06.2021 05:00","10","17","17","1469","1284","1284","2861","2145","2120"
"23.06.2021 05:00 - 23.06.2021 05:15","82","79","79","1451","1306","1306","2799","2055","2035"
"23.06.2021 05:15 - 23.06.2021 05:30","228","203","203","1436","1297","1297","2724","2081","2061"
"23.06.2021 05:30 - 23.06.2021 05:45","379","380","380","1429","1267","1267","2594","2005","1984"
"23.06.2021 05:45 - 23.06.2021 06:00","615","639","629","1416","1236","1236","2471","1961","1938"
"23.06.2021 06:00 - 23.06.2021 06:15","967","1011","955","1394","1182","1182","2340","1909","1883"
"23.06.2021 06:15 - 23.06.2021 06:30","1459","1542","1381","1371","1112","1112","2166","1839","1805"
"23.06.2021 06:30 - 23.06.2021 06:45","2049","2085","1877","1340","1090","1090","1989","1766","1746"
"23.06.2021 06:45 - 23.06.2021 07:00","2744","2747","2457","1319","1151","1151","1772","1667","1651"
"23.06.2021 07:00 - 23.06.2021 07:15","3519","3493","3101","1293","1134","1134","1571","1554","1542"
"23.06.2021 07:15 - 23.06.2021 07:30","4435","4346","3844","1262","1036","1036","1408","1408","1397"
"23.06.2021 07:30 - 23.06.2021 07:45","5447","5291","4664","1225","959","959","1258","1232","1221"
"23.06.2021 07:45 - 23.06.2021 08:00","6481","6171","5361","1195","941","883","1104","1049","1094"
"23.06.2021 08:00 - 23.06.2021 08:15","7548","7124","6183","1152","911","825","991","999","1059"
"23.06.2021 08:15 - 23.06.2021 08:30","8658","8086","7043","1110","886","780","927","955","1015"
"23.06.2021 08:30 - 23.06.2021 08:45","9766","8992","7907","1068","873","759","879","946","1018"
"23.06.2021 08:45 - 23.06.2021 09:00","10931","9921","8756","1023","834","771","845","953","1039"
"23.06.2021 09:00 - 23.06.2021 09:15","12046","10750","9530","992","816","735","826","954","1039"
"23.06.2021 09:15 - 23.06.2021 09:30","13091","11474","10173","968","813","740","811","946","1036"
"23.06.2021 09:30 - 23.06.2021 09:45","14183","12301","10989","942","802","709","809","933","1017"
"23.06.2021 09:45 - 23.06.2021 10:00","15221","13084","11781","919","810","746","807","920","1006"
"23.06.2021 10:00 - 23.06.2021 10:15","16282","13880","12502","894","792","744","796","893","964"
"23.06.2021 10:15 - 23.06.2021 10:30","17256","14558","13046","882","801","794","788","881","947"
"23.06.2021 10:30 - 23.06.2021 10:45","18213","15255","13614","871","782","816","777","854","886"
"23.06.2021 10:45 - 23.06.2021 11:00","19098","15936","14063","856","750","848","766","842","847"
"23.06.2021 11:00 - 23.06.2021 11:15","19876","16660","14684","847","726","814","768","840","809"
"23.06.2021 11:15 - 23.06.2021 11:30","20598","17249","15181","830","699","783","774","812","734"
"23.06.2021 11:30 - 23.06.2021 11:45","21244","17699","15584","817","666","734","779","765","676"
"23.06.2021 11:45 - 23.06.2021 12:00","21827","18166","16048","808","646","720","783","743","638"
"23.06.2021 12:00 - 23.06.2021 12:15","22347","18593","16410","793","624","696","788","723","625"
"23.06.2021 12:15 - 23.06.2021 12:30","22789","18984","16701","779","595","655","818","723","635"
"23.06.2021 12:30 - 23.06.2021 12:45","23176","19386","17081","767","568","596","849","723","641"
"23.06.2021 12:45 - 23.06.2021 13:00","23459","19693","17173","752","534","533","879","724","645"
"23.06.2021 13:00 - 23.06.2021 13:15","23631","20079","17437","740","522","477","915","743","682"
"23.06.2021 13:15 - 23.06.2021 13:30","23753","20273","17797","737","521","455","959","768","718"
"23.06.2021 13:30 - 23.06.2021 13:45","23819","20426","17947","728","520","403","1019","813","774"
"23.06.2021 13:45 - 23.06.2021 14:00","23783","20621","18102","724","495","340","1094","862","828"
"23.06.2021 14:00 - 23.06.2021 14:15","23655","20795","18100","716","490","304","1179","956","918"
"23.06.2021 14:15 - 23.06.2021 14:30","23434","20775","17979","716","482","272","1262","1017","963"
"23.06.2021 14:30 - 23.06.2021 14:45","23163","20524","17735","711","463","246","1335","1094","1025"
"23.06.2021 14:45 - 23.06.2021 15:00","22657","20270","17558","710","459","248","1412","1166","1109"
"23.06.2021 15:00 - 23.06.2021 15:15","22102","19919","17296","711","484","250","1489","1258","1221"
"23.06.2021 15:15 - 23.06.2021 15:30","21503","19556","16954","719","485","258","1563","1315","1279"
"23.06.2021 15:30 - 23.06.2021 15:45","20810","19041","16556","722","467","266","1646","1370","1364"
"23.06.2021 15:45 - 23.06.2021 16:00","20026","18371","15957","729","465","288","1737","1455","1462"
"23.06.2021 16:00 - 23.06.2021 16:15","19152","17699","15403","732","462","295","1814","1539","1510"
"23.06.2021 16:15 - 23.06.2021 16:30","18223","17047","14806","740","460","311","1907","1627","1567"
"23.06.2021 16:30 - 23.06.2021 16:45","17207","16217","14126","742","461","321","1993","1686","1616"
"23.06.2021 16:45 - 23.06.2021 17:00","16133","15325","13447","744","454","332","2087","1755","1668"
"23.06.2021 17:00 - 23.06.2021 17:15","15010","14313","12662","748","448","335","2180","1775","1620"
"23.06.2021 17:15 - 23.06.2021 17:30","13795","13274","11778","742","438","331","2260","1816","1613"
"23.06.2021 17:30 - 23.06.2021 17:45","12579","12145","10904","738","437","320","2353","1868","1665"
"23.06.2021 17:45 - 23.06.2021 18:00","11321","10999","9938","735","435","310","2436","1917","1717"
"23.06.2021 18:00 - 23.06.2021 18:15","10060","9805","8930","735","430","300","2516","1952","1748"
"23.06.2021 18:15 - 23.06.2021 18:30","8833","8634","7919","731","428","274","2601","2030","1836"
"23.06.2021 18:30 - 23.06.2021 18:45","7616","7485","6816","726","427","251","2669","2086","1919"
"23.06.2021 18:45 - 23.06.2021 19:00","6431","6354","5801","728","423","222","2746","2155","2003"
"23.06.2021 19:00 - 23.06.2021 19:15","5320","5288","4843","725","422","204","2811","2230","2139"
"23.06.2021 19:15 - 23.06.2021 19:30","4326","4325","3906","710","414","190","2886","2324","2254"
"23.06.2021 19:30 - 23.06.2021 19:45","3457","3452","3047","703","403","178","2950","2411","2340"
"23.06.2021 19:45 - 23.06.2021 20:00","2725","2694","2368","691","397","173","2991","2493","2423"
"23.06.2021 20:00 - 23.06.2021 20:15","2112","2051","1798","677","393","166","3044","2570","2474"
"23.06.2021 20:15 - 23.06.2021 20:30","1543","1488","1283","663","390","166","3138","2697","2569"
"23.06.2021 20:30 - 23.06.2021 20:45","1049","1007","872","647","379","164","3256","2844","2692"
"23.06.2021 20:45 - 23.06.2021 21:00","651","628","552","631","367","168","3403","3001","2851"
"23.06.2021 21:00 - 23.06.2021 21:15","387","366","322","609","357","178","3582","3188","3068"
"23.06.2021 21:15 - 23.06.2021 21:30","212","201","161","591","343","180","3802","3422","3319"
"23.06.2021 21:30 - 23.06.2021 21:45","36","36","33","573","328","172","4022","3666","3547"
"23.06.2021 21:45 - 23.06.2021 22:00","3","3","3","549","315","198","4214","3888","3735"
"23.06.2021 22:00 - 23.06.2021 22:15","0","0","0","540","299","202","4402","4081","3856"
"23.06.2021 22:15 - 23.06.2021 22:30","0","0","0","521","288","192","4496","4245","3959"
"23.06.2021 22:30 - 23.06.2021 22:45","0","0","0","504","281","184","4582","4379","4125"
"23.06.2021 22:45 - 23.06.2021 23:00","0","0","0","487","268","190","4657","4502","4265"
"23.06.2021 23:00 - 23.06.2021 23:15","0","0","0","474","258","194","4698","4596","4374"
"23.06.2021 23:15 - 23.06.2021 23:30","0","0","0","458","254","198","4642","4578","4372"
"23.06.2021 23:30 - 23.06.2021 23:45","0","0","0","444","251","192","4581","4554","4421"
"23.06.2021 23:45 - 24.06.2021 00:00","0","0","0","433","246","180","4515","4533","4434"
"24.06.2021 00:00 - 24.06.2021 00:15","0","0","0","199","129","129","4668","4920","4672"
"24.06.2021 00:15 - 24.06.2021 00:30","0","0","0","202","112","112","4570","4666","4453"
"24.06.2021 00:30 - 24.06.2021 00:45","0","0","0","202","92","92","4468","4530","4322"
"24.06.2021 00:45 - 24.06.2021 01:00","0","0","0","202","89","89","4352","4356","4157"
"24.06.2021 01:00 - 24.06.2021 01:15","0","0","0","209","96","96","4237","4143","3968"
"24.06.2021 01:15 - 24.06.2021 01:30","0","0","0","206","120","120","4141","3898","3734"
"24.06.2021 01:30 - 24.06.2021 01:45","0","0","0","205","137","137","4034","3682","3527"
"24.06.2021 01:45 - 24.06.2021 02:00","0","0","0","205","166","166","3929","3537","3372"
"24.06.2021 02:00 - 24.06.2021 02:15","0","0","0","204","193","193","3838","3473","3315"
"24.06.2021 02:15 - 24.06.2021 02:30","0","0","0","199","194","194","3741","3350","3185"
"24.06.2021 02:30 - 24.06.2021 02:45","0","0","0","191","163","163","3634","3152","3034"
"24.06.2021 02:45 - 24.06.2021 03:00","0","0","0","179","151","151","3531","3052","2952"
"24.06.2021 03:00 - 24.06.2021 03:15","0","0","0","169","139","139","3437","2959","2883"
"24.06.2021 03:15 - 24.06.2021 03:30","0","0","0","157","129","129","3332","2926","2860"
"24.06.2021 03:30 - 24.06.2021 03:45","0","0","0","151","113","113","3239","2886","2807"
"24.06.2021 03:45 - 24.06.2021 04:00","0","0","0","142","101","101","3149","2807","2729"
"24.06.2021 04:00 - 24.06.2021 04:15","0","0","0","135","74","74","3060","2792","2710"
"24.06.2021 04:15 - 24.06.2021 04:30","0","0","0","123","61","61","2991","2868","2711"
"24.06.2021 04:30 - 24.06.2021 04:45","0","1","1","116","56","56","2927","2884","2728"
"24.06.2021 04:45 - 24.06.2021 05:00","13","9","9","110","46","46","2861","2845","2704"
"24.06.2021 05:00 - 24.06.2021 05:15","93","53","53","106","39","39","2815","2793","2673"
"24.06.2021 05:15 - 24.06.2021 05:30","248","166","166","99","37","37","2768","2689","2585"
"24.06.2021 05:30 - 24.06.2021 05:45","420","328","328","94","36","36","2698","2533","2453"
"24.06.2021 05:45 - 24.06.2021 06:00","685","581","573","87","41","41","2622","2488","2421"
"24.06.2021 06:00 - 24.06.2021 06:15","1046","925","882","84","43","43","2528","2492","2433"
"24.06.2021 06:15 - 24.06.2021 06:30","1492","1357","1239","84","52","52","2382","2356","2303"
"24.06.2021 06:30 - 24.06.2021 06:45","2048","1842","1650","79","67","67","2216","2244","2203"
"24.06.2021 06:45 - 24.06.2021 07:00","2703","2451","2182","77","88","88","2026","2103","2070"
"24.06.2021 07:00 - 24.06.2021 07:15","3431","3117","2749","74","101","101","1840","1982","1948"
"24.06.2021 07:15 - 24.06.2021 07:30","4241","3870","3388","70","115","115","1659","1794","1756"
"24.06.2021 07:30 - 24.06.2021 07:45","5093","4681","4091","72","125","125","1496","1577","1537"
"24.06.2021 07:45 - 24.06.2021 08:00","5991","5536","4792","75","122","129","1351","1444","1413"
"24.06.2021 08:00 - 24.06.2021 08:15","6916","6480","5595","76","121","122","1240","1270","1238"
"24.06.2021 08:15 - 24.06.2021 08:30","7881","7385","6294","73","115","114","1164","1140","1115"
"24.06.2021 08:30 - 24.06.2021 08:45","8871","8312","7079","73","110","110","1107","1043","1014"
"24.06.2021 08:45 - 24.06.2021 09:00","9845","9241","7942","75","108","98","1065","966","921"
"24.06.2021 09:00 - 24.06.2021 09:15","10785","9980","8856","75","106","84","1035","952","935"
"24.06.2021 09:15 - 24.06.2021 09:30","11771","10743","9639","72","101","66","1014","948","937"
"24.06.2021 09:30 - 24.06.2021 09:45","12660","11546","10452","67","96","50","998","944","900"
"24.06.2021 09:45 - 24.06.2021 10:00","13512","12367","11353","67","94","41","988","944","930"
"24.06.2021 10:00 - 24.06.2021 10:15","14292","13110","11912","66","89","35","979","935","889"
"24.06.2021 10:15 - 24.06.2021 10:30","15041","13813","12379","66","88","36","980","933","855"
"24.06.2021 10:30 - 24.06.2021 10:45","15740","14434","12792","65","85","36","980","931","826"
"24.06.2021 10:45 - 24.06.2021 11:00","16342","15026","13347","63","83","36","983","929","816"
"24.06.2021 11:00 - 24.06.2021 11:15","16889","15553","13719","64","80","39","994","936","802"
"24.06.2021 11:15 - 24.06.2021 11:30","17377","16038","14087","65","74","41","1016","939","805"
"24.06.2021 11:30 - 24.06.2021 11:45","17799","16468","14448","66","73","43","1035","938","813"
"24.06.2021 11:45 - 24.06.2021 12:00","18139","16861","14718","70","76","43","1052","932","789"
"24.06.2021 12:00 - 24.06.2021 12:15","18433","17176","15053","74","74","47","1059","912","776"
"24.06.2021 12:15 - 24.06.2021 12:30","18669","17442","15199","74","77","51","1071","898","754"
"24.06.2021 12:30 - 24.06.2021 12:45","18843","17643","15325","78","83","58","1083","884","724"
"24.06.2021 12:45 - 24.06.2021 13:00","18911","17713","15333","80","85","62","1094","870","704"
"24.06.2021 13:00 - 24.06.2021 13:15","18910","17826","15389","82","89","65","1110","862","695"
"24.06.2021 13:15 - 24.06.2021 13:30","18792","17790","15340","85","96","76","1135","872","708"
"24.06.2021 13:30 - 24.06.2021 13:45","18607","17738","15337","92","105","87","1175","895","727"
"24.06.2021 13:45 - 24.06.2021 14:00","18427","17619","15189","95","115","98","1239","936","783"
"24.06.2021 14:00 - 24.06.2021 14:15","18191","17492","14983","103","124","103","1311","987","852"
"24.06.2021 14:15 - 24.06.2021 14:30","17922","17275","14799","109","132","109","1382","1020","951"
"24.06.2021 14:30 - 24.06.2021 14:45","17504","16979","14545","115","143","114","1441","1043","963"
"24.06.2021 14:45 - 24.06.2021 15:00","17067","16596","14099","122","154","121","1502","1069","997"
"24.06.2021 15:00 - 24.06.2021 15:15","16562","16226","13764","128","157","133","1580","1107","1007"
"24.06.2021 15:15 - 24.06.2021 15:30","16029","15779","13308","137","164","139","1671","1162","1060"
"24.06.2021 15:30 - 24.06.2021 15:45","15428","15331","12947","143","173","145","1772","1220","1095"
"24.06.2021 15:45 - 24.06.2021 16:00","14733","14810","12359","153","181","151","1878","1287","1164"
"24.06.2021 16:00 - 24.06.2021 16:15","14038","14224","11864","157","188","156","1969","1349","1200"
"24.06.2021 16:15 - 24.06.2021 16:30","13318","13575","11484","167","200","164","2091","1428","1244"
"24.06.2021 16:30 - 24.06.2021 16:45","12569","12869","11097","177","213","166","2208","1499","1247"
"24.06.2021 16:45 - 24.06.2021 17:00","11802","12069","10548","184","223","172","2334","1578","1286"
"24.06.2021 17:00 - 24.06.2021 17:15","10952","11239","9978","195","235","181","2438","1639","1274"
"24.06.2021 17:15 - 24.06.2021 17:30","10062","10356","9227","204","251","190","2508","1689","1251"
"24.06.2021 17:30 - 24.06.2021 17:45","9129","9460","8326","216","266","195","2586","1753","1205"
"24.06.2021 17:45 - 24.06.2021 18:00","8219","8578","7491","228","282","210","2662","1805","1167"
"24.06.2021 18:00 - 24.06.2021 18:15","7327","7697","6457","235","297","220","2731","1852","1185"
"24.06.2021 18:15 - 24.06.2021 18:30","6470","6813","5627","240","296","223","2779","1882","1186"
"24.06.2021 18:30 - 24.06.2021 18:45","5637","5966","4835","247","297","221","2804","1893","1227"
"24.06.2021 18:45 - 24.06.2021 19:00","4874","5116","4097","249","296","220","2846","1922","1283"
"24.06.2021 19:00 - 24.06.2021 19:15","4111","4315","3471","257","293","220","2872","1933","1302"
